Author,Rating,Title,Content,Version,Date
Foxynne,2,perekaman wajah gak berfungsi,mau ganti faskes secara online tapi buat proses perekaman wajah gak berfungsi,4.13.1,2025-08-17T19:10:46-07:00
AduhDekkk!!!,1,Aplikasi gak guna kayak pemerintahan indonesia,Apa ni apk juga ikut kena korupsi sama pemerintah ? Kok busuk sekali ya!,4.13.1,2025-08-20T05:35:48-07:00
gusti.rs,1,aplikasi tolol,tolol ngusahin,4.13.2,2025-08-27T00:35:58-07:00
Ferdi022,1,Fitur kurang lengkap,Auto debitnya kenapa tidak ada opsi bank BNI? Tolong tambahkan biar ga ribet buat rekening lagi!!!!,4.11.2,2025-07-26T21:02:49-07:00
Didikloo,3,OROR,"Kenapa selalu keluar terus dri apk, dan masuk kembali lagi? Eror terus",4.13.1,2025-08-03T18:12:01-07:00
Robbbbzzzz,2,Eror,"Buka aplikasi terus mau check kartu bpjs tidak bisa muncul, susaahhh",4.13.2,2025-08-21T19:14:22-07:00
mmkjnda,2,mau daftar ga bisa,kenapa fitur kamera nya ga bisa,4.13.1,2025-08-17T03:45:34-07:00
mau yg terbaik,1,FRISTA DIPERBAIKI.,Tolong diperbaiki untuk verifikasi wajahnya. Mau daftar faskes 1 dokter gigi gabisa terus terverifikasi wajahnya,4.13.1,2025-08-06T17:49:15-07:00
User Kuliahan,1,Tidak bisa verifikasi wajah,"Diawal udah dibuat kesel sama nih aplikasi, udah mau daftar trus pas sesi verifikasi wajah malah gaada respon, udah cocokin wajah di kotaknya masih ga keproses, sampe geleng"" sampe melet"" pun masih tetep gabisa, trus maunya apa???",4.13.1,2025-08-18T20:09:10-07:00
Byan921,1,Gak bisa daftar,"Tidak bisa dapat no OTP, scan wajah tapi tidak merespon, aneh !!!",4.13.1,2025-08-04T21:10:04-07:00
rahayudwia,1,JELEK,"ANEH gabisa daftar akun, katanya rekam wajah sesuai kotak, udh di tunggu 5 menit masih juga ga ada perubahan!!!!",4.11.2,2025-07-16T10:51:39-07:00
Ketepas,2,Tidak bisa akses kamera,"Aplikasi tidak mendeteksi kamera untuk diberi akses, aplikasi buruk.",4.13.2,2025-09-10T00:18:48-07:00
tsinjal,1,Bug,Face recognition didn’t work when you’re going to register,4.13.1,2025-08-18T19:02:08-07:00
vèrmí,1,MINTA IZIN BUKA KAMERA,tapi ga ada opsi di setting untuk mengizinkan kamera untuk aplikasi jkn. yg bikin koding tolol,4.11.2,2025-07-29T05:14:18-07:00
nensquy,1,keluhan,"aplikasinya cacat masa gabisa verifikasi data terus aneh, aplikasi pemerintah bisanya nyusahin. yang bener dong bikin aplikasi, kalah sama apk pinjol",4.13.1,2025-08-02T08:17:31-07:00
Mochamadtaufiqazri,5,mantapp,sangattt membantu,4.13.2,2025-08-28T00:45:24-07:00
Byan921,1,Gak bisa daftar,"Tidak bisa dapat no OTP, scan wajah tapi tidak merespon, aneh !!!",4.13.1,2025-08-04T21:10:04-07:00
teh sasa,5,bpjs,"pelayanan sangat baik, nyaman",4.13.2,2025-08-27T19:34:28-07:00
spaerco,1,Sangat tidak memuaskan,"Tidak dapat melakukan pendafataran saat rekam wajah, sangat menyusahkan.",4.13.1,2025-08-20T05:08:37-07:00
kieltrg,1,Permohonana,"Kenapa tidak bisa pindah faskes, karena Face Id Merah terus jadi harus bayar normal, percuma harus bayar setiap bulan. Tolong IT BPJS / JKN ditegur keras",4.13.1,2025-08-21T00:06:29-07:00
Scnz.,1,PENDAFTARAN RIBET,"KALO BELUM MAMPU PAKAI APLIKASI GAUSAH MAKSAIN, VERIFIKASI WAJAH AJA GABISA KEBACA2 KOCAK",4.13.1,2025-08-05T06:06:31-07:00
Ghaisani F,1,Tolong upgrade verifikasi wajah,Aplikasi jelek mau verifikasi wajah buat ganti faskes gak bisa2,4.13.1,2025-08-09T22:25:11-07:00
Kharisma.,1,Pelayanan buruk,"Earimasi ga sesuai sama aplikasi dan di faskesnya. Sudah datang sesuai estimasi di aplikasi malah sudah kelewat, jadi yg di apk ga d upadate. Buruk!!!",4.11.2,2025-07-22T04:41:13-07:00
arknsyaff,1,.,"APLIKASI TIDAK BERGUNA!!!
daftar harus nunggu jam 12 malam, begitu daftar malah sistem error. uda 2 hari di tungguin terus sama aja hasil nya, GA JELAS!!",4.13.2,2025-08-22T10:25:02-07:00
bagas87637,1,KORUP!!!,aplikasi bobrok daftar face nya gabisa BNGST,4.13.1,2025-08-08T18:00:58-07:00
3YEJ1X4K,1,gagal verifikasi wajah,"selalu gagal pas verifikasi wajah, kotaknya merah terus, knp ya?",4.13.1,2025-08-21T05:56:12-07:00
lambe dower,1,Macam pinjol,Mau program rehab tdk bisa karna minta versi yg baru ! Giliran nagih pake acara surat mnyurat ke hrd tempat kerja buat nagih kekurangan ! Aplikasi cuma ngasih waktu maksimal 5 bulan minta lunas dg alasan negara defisit ?!!! Defisit tuh gara” kalian korupsi njinggg !!! Bukan kita yg abisin duit,4.11.2,2025-07-23T04:14:48-07:00
intan rosdiawati,1,Aplikasi jelek bgt. Masa ga bisa masuk kalo ga bayar,Sumpah aplikasinya busuk bgt. Pemaksaan harus bayar. Padahal udah dibatalin gabisa,4.11.2,2025-07-19T06:22:52-07:00
Pengguna62,1,Gagal verif,"Udh dicoba 3 hari pagi siang malam sllu ngestuck di verif wajah, ttp merah dan diem aja gitu gk ada pemberitahuan apa2, bikin kesel ini apk",4.13.1,2025-08-20T22:40:21-07:00
SangGigas,1,Aplikasi tolol,Login ke pemindai muka ga bisa”,4.13.1,2025-08-05T00:58:10-07:00
PENGGUNA SHOPEEPAYY,1,OTP BERBAYAR MALAH GAGAL,Verifikasi nomor hp via SMS berbayar dengan potongan pulsa Rp 1.100 dikali aja berapa kali Data gagal dirubah .. OTP nya berbayar sekali nya mau simpan data malah GAGAL …,4.11.2,2025-07-26T21:42:14-07:00
hxhxvxjkwkakamzbshqiau,1,Apk blahbloh,Apk tolollll ngabisin angaran aja,4.13.1,2025-08-06T06:51:03-07:00
Kepoanjjj,1,ribet!,"Aplikasi ampas ribet!! Daftar susaa, developer bapuk, klo gabisa buat aplikasi mending gausa",4.13.1,2025-08-03T20:43:33-07:00
lauraolla,5,Percayakan BPJS demi kesehatan kita smua,Semoga kebaikan Pemerintah bisa memberi kebermanfaatan buat penerima BPJS berbayar atau yg tidak sekalipun,4.13.2,2025-08-28T18:10:01-07:00
iwbwiwbgaca,1,daftar,"gabisa"" daftar pada saat proses kamera",4.13.1,2025-08-06T16:47:07-07:00
ihsankmil,1,Gagal verif,"Pemerintah kalo bikin aplikasi sampah semua hasilnya, buat pengembangan aplikasinya pada di korupsi",4.11.2,2025-07-28T19:13:11-07:00
Pitriajaa,1,Sulit mengambil nomor antrean online di apk ini,"Masa setiap ambil nomor online pake mobile JKN selalu ga bisa sih!!, katanya apk ini untuk mempermudah mengambil nomor antrean puskesmas. Tapi apa ini, gak sekali dua kali ya setiap saya mau ambil nomor antrian puskesmas selalu gak bisa!!
Sangat kecewa sih saya, seharunya bisa memper mudah tetapi ini sama saja.!",4.11.2,2025-07-20T11:24:59-07:00
alyachalum,1,VERIFIKASI WAJAH GAGAL,Verifikasi wajahnya ga berhasil. Tolong ini diusut deh bikin aplikasi bukannya memudahkan malah menyusahkan. Udah banyak yang komplain loh udah berbulan2 jg gaada perubahan,4.13.1,2025-08-19T10:39:39-07:00
benediktus ketusuk kaktus,1,False jailbreak,Hp iphone ke detect jailbreak padahal gk di jailbreak. Aneh,4.13.2,2025-08-30T11:06:31-07:00
Andian ADP,1,Aplikasi gagal,"Tidak bisa registrasi, saat permintaan menempatkan wajah di dalam kotak setelah itu tidak ada respon apapun dari aplikasi.",4.13.1,2025-08-21T01:00:40-07:00
roiyan aden,1,face recognition nya dibenerin napa gajelas banget,gak bisa ke deteksi wajah aing aplikasi sampah,4.13.1,2025-08-06T08:06:16-07:00
Pengguna permataaaa,5,😌,"baru satu kali masukin sandi dibilang udah salah 3 kali masukin sandinya terus disuruh nunggu beberapa menit, ubah kata sandi pake sandi baru masih dibilang salah, ngaco ni aplikasii. benahinn laah.",4.13.1,2025-08-09T01:47:15-07:00
dendiaditiar,1,Aplikasi gak guna,"Nyusahin rakyat mau update faskes aja ada kendalanya, kamera segala di mirror. IT nya gak guna",4.13.1,2025-08-09T05:09:51-07:00
Milhjsiendn,3,Verifikasi foto tidak bisa,"Kenapa pas proses verifikasi ko merah terus kameranya, tolong di perbaiki apk nya",4.13.1,2025-08-12T02:57:39-07:00
akbar101010,4,Kamera,Kenapa dipengaturan aplikasi gak ada pengaktifan kamera ya,4.11.2,2025-07-13T18:25:49-07:00
SPUSSY,1,ASTAGA APK KALO YG BUAT PEMERINTAH PASTI ADA AJ KENDALA NYA,RIBET,4.13.1,2025-08-02T01:30:39-07:00
mmkjnda,2,mau daftar ga bisa,kenapa fitur kamera nya ga bisa,4.13.1,2025-08-17T03:45:34-07:00
onalohy,5,Puskesmas waai,"Pelayanannya sangat baik, petugas ramah",4.11.2,2025-07-23T19:56:28-07:00
kurang1,1,Tolong di Perbaiki Lagi,Beginikah kualitas aplikasi untuk kesehatan? Vermuk bekali kali ga ada yang nyantol.,4.13.1,2025-08-17T21:22:15-07:00
Parjan ( urip ),5,Manfaat,Bermanfaat,4.11.2,2025-07-19T22:04:37-07:00
JkN kont,1,Jkn kon,"Bikin aplikasi yang bener bukannya memudahkan masyarakat tapi menyusahkan masyarakat, otaknya cuman mikirin uang aja mempersulit rakyat aja..",4.13.1,2025-08-17T05:32:53-07:00
Arifstypyra,1,Verifikasi wajah gabisa bisa tolong di benerin,Tidak bisa,4.13.1,2025-08-13T09:02:55-07:00
MISSSHEIII,2,Registrasi Sulit,Proses registrasi terlalu sulit. Apalagi terkait proses verifikasi yang masih menggunakan SMS (memang tersedia fitur verifikasi melalui WA tapi tidak semua perangkat muncul fitur ini),4.13.1,2025-08-08T18:35:53-07:00
tigaputra,1,Verif Muka error!,Update dong gimana ini ga bisa ganti faskes,4.13.1,2025-08-19T07:53:48-07:00
Yudi H,1,kode otp gak masuk,mau daftar nungguin kode otp dikirim ke email gak masuk2 sampe diulang2 tetep gak ada email kode otp niat gak sih bikin aplikasi,4.13.1,2025-08-02T02:02:43-07:00
Pitriajaa,1,Sulit mengambil nomor antrean online di apk ini,"Masa setiap ambil nomor online pake mobile JKN selalu ga bisa sih!!, katanya apk ini untuk mempermudah mengambil nomor antrean puskesmas. Tapi apa ini, gak sekali dua kali ya setiap saya mau ambil nomor antrian puskesmas selalu gak bisa!!
Sangat kecewa sih saya, seharunya bisa memper mudah tetapi ini sama saja.!",4.11.2,2025-07-20T11:24:59-07:00
hadehhhhs,1,benerin,kalooo bikin aplikasi tuhh yg bener donggg masa verifikasi muka gabisa” mana mirorr,4.13.1,2025-08-03T19:46:05-07:00
Yg teraniyaya,1,Permuk sulit,Permuk nya sangat sulit kamera nya ga kaya cermin,4.13.1,2025-08-09T21:00:47-07:00
benediktus ketusuk kaktus,1,False jailbreak,Hp iphone ke detect jailbreak padahal gk di jailbreak. Aneh,4.13.2,2025-08-30T11:06:31-07:00
rosdiananasir,5,Helpfull,Sangat membantu pengurusan administrasi nggak harus ke kantor lagi,4.11.2,2025-07-28T17:06:35-07:00
Coobyt,2,Daftar apk,Buat daftar apkikasinya susah banget  pas ambil foto wajah,4.13.1,2025-08-12T23:19:29-07:00
Taring32,1,Tidak bisa daftar,"Di aplikasi tidak bisa mendaftara, malah di sarankan ke kantor langsung, jadi buat apa ada aplikasi?",4.13.2,2025-09-08T16:09:29-07:00
Ariarbitya,5,Verifikasi wajah frista,"Mau ganti faskes aja verifikasi wajah gak jalan, mending gausah dipaksakan kalau memang aplikasi belum siap. Mau ganti faskes jadi sangat repot.",4.13.2,2025-08-27T20:27:43-07:00
Keidiepie,1,Verifikasi Wajah Merah Terus,Saya mau daftar untuk bikin akun namun waktu verifikasi wajah kotaknya merah terus padahal wajah sudah di dalam kotak. Sudah berkali2 dicoba berbagai cara bahkan ganti device pun masih sama aja. Mohon pemerintah tolong diperbaiki plis🙏,4.13.1,2025-08-19T19:26:45-07:00
alfis0804,1,aplikasi jelek,aplikasi jelek mau daftar online ke poli gigi dan mulut ga bisa,4.13.1,2025-08-14T19:11:04-07:00
khumala asvia,1,"Sebenarnya ini aplikasi bagus, semua detail.","Tapi sering log out sendiri. Dan kalau mau log in susah. NIK belum terdaftar lah, atau ga sesuai. Padahal udah di cek betul betul dan ga ada yang salah. Ribet tau. Coba di perbaiki, kenapa bisa log out sendiri tiap bulan harus log in, yang terlalu ribet prosesnya",4.11.2,2025-07-27T23:14:13-07:00
Ephoyyyyy28,1,Bukan mempermudah tp menyusahkan,"Bukan mempermudah tp mempersulit.. daftar harus online,,sekalipun online kuota udah penuh 🤦‍♀️udah ikut bpjs lama tp baru juga mau menggunakan bpjs tp udah dipersulit bangettttttt. Gmna org yg gak punya hp???? Berarti dy gak bisa dilayanin,,minta daftar langsung gak bisa dilayanin karna infonya FKTP udah mendapat teguran dari bpjs 👊",4.11.2,2025-07-23T19:37:48-07:00
Aullaja,1,Perbaiki di bagian mwnu daftar ge jelas,"Bagian sistem indentifikasinya ga jelass mau apa, udah simpam wajah bagian kotak ga twrjadi apa”",4.13.1,2025-08-05T19:57:46-07:00
tigaputra,1,Verif Muka error!,Update dong gimana ini ga bisa ganti faskes,4.13.1,2025-08-19T07:53:48-07:00
pedju_sensation,1,VERIFIKASI WAJAH TIDAK BERFUNGSI,"APLIKASI PAYAH, GAK BERMUTU SAMA SEPERTI E-KTP TP APA2 MASIH MINTA FOTOCOPY KTP. PROJEK GAK BERMUTU ALA PEMERINTAH INDONESIA.",4.13.1,2025-08-16T08:23:19-07:00
Ferdi022,1,Fitur kurang lengkap,Auto debitnya kenapa tidak ada opsi bank BNI? Tolong tambahkan biar ga ribet buat rekening lagi!!!!,4.11.2,2025-07-26T21:02:49-07:00
ikrar2894,5,Akses,Akses kamera nya mana!!,4.13.2,2025-08-21T22:40:35-07:00
langitmerahjambu,1,URGENT,Tolong perbaiki bug face recognition di bagian pendaftaran,4.13.1,2025-08-16T21:59:16-07:00
Nama 1 Panggilan,1,Useless,"Kode captha loading terus, Sekelas Apk plat merah seperti ini buruk nya, kurang kredibel.",4.13.1,2025-08-18T18:09:43-07:00
Ahmad adul,1,Seken muka gak bisa,Buat apa ada seken muka kalo gak bisa berapa kali ulang ulang,4.13.1,2025-08-15T04:44:04-07:00
fhrl666,3,Verifikasi wajah sensor deteksinya buruk,Kurang fast respon,4.13.1,2025-08-10T05:43:07-07:00
hxhxvxjkwkakamzbshqiau,1,Apk blahbloh,Apk tolollll ngabisin angaran aja,4.13.1,2025-08-06T06:51:03-07:00
Oevsbsje,1,aplikasi jembut,tiap mau login pasti cuma stuck doang,4.13.1,2025-08-07T17:21:20-07:00
Mas Sambel,5,Layanan JKN Sangat oke,Melalui JKN Pemeriksaan jantung di RS UNS sangat cepat dan ramah,4.13.2,2025-09-05T17:20:52-07:00
Umi selly,5,Mobile JKN,Mantappp,4.11.2,2025-07-29T00:32:59-07:00
JS Raksanata,1,Verifikasi Wajah,"Saat ada perubahan data, sangat sulit melakukan verifikasi wajah, sudah dicoba beberapa jam dalam beberapa hari, aplikasinya sama sekali tidak merespon, hanya kotak merah yang sama sekali tidak bergerak, tolong diperbaiki min, ini kan project mahal ya",4.13.1,2025-08-03T00:58:34-07:00
ahmeliasoff\,1,Captchanya ga muncul2 bjirr,Gapake bintang klo bisa,4.13.2,2025-08-29T07:55:16-07:00
Mani tegas,1,Jelkkkanjg,"Gk bisa verifikasi wajah aneh
Padahl udh didepan kamera pas kotaknya
Sesuai intruksi",4.13.1,2025-08-13T20:42:48-07:00
Diananer,1,Gagal Verfifikasi Wajah,Coba log in katanya belum terdaftar yaudah coba daftar. Pas daftar disuruh verifikasi wajah tapi gak bisa bisa. Jujur ini aplikasinya bener bener gak guna. Daripada uang yang dipake buat bangun aplikasi ini jadi sia-sia mending ganti vendor atau gak usah ada aplikasi ini sekalian.,4.13.1,2025-08-09T19:57:17-07:00
Elvano deayn,1,Bapuk,Bapuk,4.13.1,2025-08-02T22:32:24-07:00
teh sasa,5,bpjs,"pelayanan sangat baik, nyaman",4.13.2,2025-08-27T19:34:28-07:00
Bagas D.H,1,Komplain,Bpjs gatel ribet cok ak IT Mpp suroboyo,4.11.2,2025-07-17T06:26:18-07:00
Siapa tah siapa,2,verifikasi wajah bermasalah,perbaiki verifikasi wajah,4.13.1,2025-08-02T01:16:25-07:00
gustoet,5,Hidup Sehat,Sangat bermanfaat keluarga,4.13.2,2025-09-07T10:24:28-07:00
tsinjal,1,Bug,Face recognition didn’t work when you’re going to register,4.13.1,2025-08-18T19:02:08-07:00
Widiastuti,1,Parah,"Saya mau update data tp ga bs ktnya filenya terlalu besar padahal hrsnya max 3MB, ini file sy hanya 2.5MB ga bs. Trs mau masukin data yg lain ga bs. Bingung wooooiio, padahal hrsnya dengan aplikasi jd lbh mudah. Ini malah susah banget.",4.13.1,2025-08-21T06:24:07-07:00
I Suriapraja,1,Login Error,"Tidak bisa login, muncul notif error. capcha juga suka ga jelas, Bad App 👎",4.11.2,2025-07-31T06:19:53-07:00
kontttter,1,Selalu Error,Wajar aplikasi pemerintah,4.11.2,2025-07-11T17:53:41-07:00
Zamzahhh,1,Face recognition error,"Fitur unable to use, cannot change the Faskes",4.13.2,2025-08-22T04:55:26-07:00
Kezbcy,1,Gj,Muka udah di kotak 5 menit ga ngapa ngapain GJ,4.11.2,2025-07-20T01:18:41-07:00
mayanali,4,Proses perubahan status,"Proses perubahan status menggunakan auto debit Bank Mandiri tidak bisa dan sudah dilakukan pengaduan tapi tidak membantu dan solusi yg diberikan tidak simple sehingga harus merubah auto debit dgn BCA. 
Harusnya semua bank di permudah proses pendaftaran auto debitnya.",4.13.1,2025-08-03T00:14:41-07:00
jheee22,1,"verifikasi aja gak bisa"" haduh","verifikasi aja gak bisa"" haduh",4.13.1,2025-08-11T19:27:34-07:00
Jek Ma,1,Sangat Buruk,"Aplikasi semacam apa ini, verifikasi wajah tidak ada reaksi apapun, tolong di perbaiki aplikasinya",4.13.1,2025-08-20T02:14:57-07:00
Pengguna permataaaa,5,😌,"baru satu kali masukin sandi dibilang udah salah 3 kali masukin sandinya terus disuruh nunggu beberapa menit, ubah kata sandi pake sandi baru masih dibilang salah, ngaco ni aplikasii. benahinn laah.",4.13.1,2025-08-09T01:47:15-07:00
fdilaamawtin,1,tolol,apk tolol verifikasi wajah ga confr”,4.13.1,2025-08-05T00:23:11-07:00
Sgdewa97,1,Busuk,Busuk .sering gangguan,4.11.2,2025-07-11T18:02:36-07:00
SPUSSY,1,ASTAGA APK KALO YG BUAT PEMERINTAH PASTI ADA AJ KENDALA NYA,RIBET,4.13.1,2025-08-02T01:30:39-07:00
M radho f,5,pemindahan,mudah tidak di persulit bagus mantap,4.11.2,2025-07-24T06:33:59-07:00
Ahmadddkk,1,Sampah,Sampah bangett gk bisa verifikasi waja.. Tolong dong diperhatikan lagi aplikasi ini kenapa gk sat set gitu loh kalo mau daftar.,4.13.1,2025-08-10T22:08:29-07:00
Foxynne,2,perekaman wajah gak berfungsi,mau ganti faskes secara online tapi buat proses perekaman wajah gak berfungsi,4.13.1,2025-08-17T19:10:46-07:00
Mtb_17,1,Captcha,Captcha nya bener2 nyusahin…,4.13.2,2025-09-02T01:12:01-07:00
M. Rihan,2,Ga jelas,Aplikasi jauh dari kata layak,4.13.1,2025-08-07T23:06:54-07:00
Ul.12,1,Layanan kurang berguna,"Saya buat pengaduan dan pertanyaan via mobile jkn, tapi aplikasi gak support untuk ketikan kronologis panjang dan selalu bertanya yg sama padahal saya sudah ketikan  nomor tiket pengaduan yg awal supaya bisa lengkap membaca kronologis nya.

Saya telpon ke 165, alasan CS gk bisa eskalasi permasalahan saya karena tidak terintegrasi dengan mobile jkn. Dan suruh saya lgsung ke kantor pusat untuk pengaduannya.

Padahal kan maksud saya telpon 165 karena via mobile jkn ga support jadi saya ingin menyampaikan kronologis via 165 saja, baru akhirnya petugas CS nya mau mencatat (itupun akhirnya telpon saya dimatikan dengan alasan suara tidak terdengar padahal belum ada jeda lama dari trakhir petugas mendengar suara saya), intinya pertanyaan dan pengaduan saya sama2 tidak mendapat jawaban baik via mobile jkn maupun 165.

Kalau saya disuruh ke kantor pusat yaa percuma sekali ya, pdhal info nya bpjs kasih akses mobile jkn dan 165 untuk mempermudah bukan mempersulit dan oper2an",4.13.1,2025-08-03T15:21:58-07:00
Ariarbitya,5,Verifikasi wajah frista,"Mau ganti faskes aja verifikasi wajah gak jalan, mending gausah dipaksakan kalau memang aplikasi belum siap. Mau ganti faskes jadi sangat repot.",4.13.2,2025-08-27T20:27:43-07:00
Bala2@“,1,Wajah tidak terdeteksi,Mau identifikasi wajah aja susahhh. Udah berjam-jam wajah saya tidak terdeteksi padahal kamera hp saya jernir pakai IP 13,4.13.1,2025-08-16T20:36:43-07:00
Qunirrrrrrrrrr,5,Penilaian,"Bagus, bnyk program yg gak jelas",4.11.2,2025-07-11T01:17:12-07:00
arridhow,1,parah,"udah keliatan dari ux nya aja, gausa ngomongin ui dulu, bisa kok dibandingin sama app lain. mau verifikasi muka aja gabisa, ga ke detect, belum lagi kameranya ga dibikin mirror, udah tau buat selfie. layout, button” banyak yg perlu diimprove noh size sama spacing nya. ga ngerti kenapa banyak yg kasih bintang 5, buzzer?",4.13.1,2025-08-04T18:17:27-07:00
Jek Ma,1,Sangat Buruk,"Aplikasi semacam apa ini, verifikasi wajah tidak ada reaksi apapun, tolong di perbaiki aplikasinya",4.13.1,2025-08-20T02:14:57-07:00
Jimmy crypto,1,TIDAK BISA DAFTAR VERIF WAJAH,"Aplikasi tol*l mau daftar verif wajah aja gabisa-bisa, gimana mau daftarnya tol*l, gabisa buat aplikasi ya gblk, uninstal kasi bintang 1 aplikasi tllol ini",4.13.1,2025-08-16T22:20:47-07:00
ldio2312,1,Problem Ganti Faskes,"ganti faskes ga bisa, malah stuck di face recognation. TOLONG PERBAIKI",4.13.2,2025-09-01T06:40:48-07:00
vennamel,5,Bpjs,Kebantu bgt dengan ada ya bpjs,4.13.1,2025-08-09T00:27:01-07:00
Fakyeu,1,Korupsi,Gimana sih ini aplikasi gabisa di gunain,4.13.1,2025-08-12T08:55:34-07:00
Hmzzzzzzassaajdjd,3,….,"Ga jelasss bangett aplikasinya, dari tadi ngga terverifikasi wajahnya",4.13.1,2025-08-06T06:30:14-07:00
Ricky ter,2,Ga bisa verifikasi wajah,Tolong di perbaiki,4.13.1,2025-08-20T03:29:58-07:00
Muhammad Maula Abdi,5,Bug pada kamera Verifikasi saat mau mendaftar.,"Tolong hilangkan Bug saat mendaftar, yang ada pada verifikasi wajah. Wajah sudah sesuai dengan kotak yang di sediakan, Namun tidak ada proses yang di lakukan oleh sistem. Tolong di perbaiki.
TERIMAKASIH",4.13.1,2025-08-06T22:54:16-07:00
