author,rating,content
dimas prasetio,1,"Captcha putar"" terus gak bisa login"
Dani Supriadi,5,Terimakasih sangat membantu
Maria Novita,5,aplikasi mudah digunakan
Pengguna Google,5,Masih agak sulit sih buat pelajarin nya
Hoerul Anam,1,Ini kek mna sih login penguna baru sya nunggu vrefikasi nya lma bngt pdahl nom udah sesuai trs kadang muncul notif d layar tidak bisa coba bbrapa saat lg. Pas d coba ttp aja lma aneh
ana crizty,1,Aplikasi. Bangke... Mau daftar susah amat
Muhammad Fajar,1,"𝐾𝑒𝑛𝑝𝑎 𝑔𝑘 𝑏𝑖𝑠𝑎 𝑑𝑖 𝑑𝑜𝑤𝑛𝑙𝑜𝑎𝑑 𝑠ℎ𝑖, 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑗𝑘𝑛 𝑖𝑛𝑖"
Ghina Aulia,1,Di bikin ribet no hp bisa saja ganti tp kan ada no ktp yg ga akan rubah seumur hidup masuk pandawa wa juga sama susah nya
Mahardy Afriansah,1,"TEAM IT NYA YANG NGACO APA EMANG DUIT BUAT PENGEMBANGAN APLIKASI DI SUNAT, BUSUKKK BANGET. DISURUH APA APA MELALUI ONLINE DAN APLIKASI TAPI MEDIA ONLINE YANG DISEDIAKAN TIDAK TERKELOLA DENGAN BAIK, RAKYAT MENJADI BOLA YANG DIPERMAINKAN DI OPER BULAK BALIK TIDAK JELAS. PENILAIN APLIKASI INI NEGATIF TAPI TIDAK DI TANGGAPI"
Bhaskara,5,Membantu sekali
Adi Deswan,1,"Knp saat saya sudah update ke versi terbaru malah tdak bisa login padahal no kis sama 0asword nya sudah benar berkali kali saya cba ttp paswor dan no kis salah,saya sangat kecewa dngan versi yg terbaru ini,sekarang jadi susah klo mau periksa"
Dery Adam,1,"aplikasi tdk bisa melihat riwayat peserta keluarga terdaftar lainnya, aplikasi membingungkan"
Dipta Pradipta anggoro,1,tidak bisa mendaftar katanya sudah pernah masuk😓
RDoNe 182,1,Lemod skrng aplikasinya minta kode otp lama banget.
Pengguna Google,5,Sangat membantu
Hana Faizuddin,2,"Tolong di perbarui proses verifikasi Nomor hp udah benar Tapi no verifikasi nya tidak masuk SMS Saya udah nunggu detikan itu udah 2 hari tidak masuk"""
Pengguna Google,5,Pelayanan lancar
Afkar Kids Video,1,Minta update udah di update mau melakukan perubahan data aplikasinya gak jalan. Kemarin sebelum di update sampe habis pulsaku karna kode otp gak bisa di input ke apliksi. Gimana sih ini aplikasinya
prananda abdullah,2,Sering minta update pdhala nga ada updatean baru
kentang rebus,1,"Cuman minta verifikasi aja susahnya minta ampun sampe sekrang pun tetep tidak bisa, ga usah dibuat kalo emng susah"
Mas Bolt,5,pindah faskes sangat mudah
Abu Sahl Al Kaliawi,1,Aplikasi sampah.. Tiap hari gangguan.. Ga guna!!!
swajaya tirta,1,"Kenapa ga bisa ganti (edit) alamat online? Padahal fasilitas sdh ada. Itu alamat di Kartu JKN yg lama tidak terhapus sehingga (di foto kartu) antara alamat, RT, RW & Kelurahan jadi tidak sesuai."
Anhar,1,"Developer nya tolol, aplikasi ga guna, mau login aja ga bisa mana eror mulu"
Roby geger,1,Hampir tiap minggu mnta apdate.payah...
Musa Uca,1,Tiap bulan pembaruan terus ..
A Erikson Sinaga,5,Memudahkan dalam pendaftaran saat berobat
Sri Yatmi,1,"Kak menu perubahan data pada aplikasi mobile jkn kok gak bisa kebuka dan selalu muncul pemberitahuan (pembaharuan syarat dan ketentuan mobil jkn) dan gak bisa di scroll kebawah untuk klik setuju, dan juga saya sudah update aplikasi mobile jkn tapi kok masih versi 4.3.1 gak berubah mohon diperbaiki secepatnya"
Cahya Chuwy,5,Sangat efesiensi dalam mengontrol dan merubah data secara mandiri via online
Yogi Yansa,1,"Jangan di update terus dong. Setiap bulan klu mau buka pasti update terus , nyusahin tau nggak"
Heksa Rosyid,1,Nyesel aku download wifiq lancar kok malah koneksi buruk apk sampah Jangan download apk ini buruk banget ya semoga di hapus ini apk amin
Pengguna Google,3,"saya udh mendaftar dan udh dpt no vertivikasi ny, tp knp saya tdk bs login ke email saya yg saya daftarkan"
Much Adiyan,2,"semakin kesini semakin kesana,,, udh daftar online dpt nmr antrian eee bgtu dicek lg malah antrian dbatalkan dengan sendirinya,,, kok bisa, app aneehhh,,"
Yusup Bahtiar,1,"Bagus banget layanan di sini, di ajak muter2 dlu. sampe gak ketemu ujungnya, , , udah lah terserah clan tenryubito aja lah, , ,"
Aditya Firmansyah,1,tagihan BPJS dibayar sekalian 2 bulan tapi masuknya cuma 1 bulan. hebat memang apk indo ini
Pengguna Google,1,Petugas pelayanan bpjs kurang ramah...murung dn cenderung marah
Muhammad Haidar Ramadhani,1,"Banyak yg miss dari apk ini mulai dari masukan nomer HP penambahan email yg ga jelas dan kode otp pun di bebankan ke pengguna, mau ganti password malah keluar nik tidak terdaftar tolong segera di tambah fitur dan perbaiki bug yang ada, Terimakasih"
Sup Yan,3,aplikasi ini gimana sih sudah masuk dan buat kata sandi malah suruh verivikasi dulu tapi nmer wa hp nya beda dengan yg di daftarkan
Nana ferdiana chanell,1,Kenapa di suruh update lg padahal udah huh gak mtu
3Rn1 S,5,Sangat membantu. Jadi tidak perlu datang ke kekantor bpjs
Freakin Agip,1,"Aplikasi kaga jelas, masukin kode aja eror mulu pfft"
Dezie Widiantoro,3,"Setelah update aplikasi, untuk pendaftaran online semakin banyak gagal."
mujaidin mahmud,5,Sangat membantu
Ismi Oktaviyani,1,"Jelek banget aplikasinya masa mau daftar gak bisa"" ,, aplikasi gak guna 👎👎👎"
Muhammad Andhyssar,1,Kenapa buka aplikasi ga bisa. Tidak mendukung di emulator.. woy
Piagi A,1,Setelah update jadi tidak bisa login
Rafael n Gabriela,5,"Bagus, dapat pindah faskes 1 dg mudah, tapi sayang harus nunggu satu bulan baru aktif Tolong permudah login masuknya"
ayu saputri,1,"KESEL, MAU DAFTAR GAK BISA TERUS. APLIKASI TERKELUAR. SETELAH MASUKI NOMOR HP LANGSUNG KELUAR APLIKASI. BUKANNYA CEPET APLIKASI TAMBAH RIBET!!! BAD!"
Anna Rufaida,5,Sangat membantu
aristhatopples 88,5,Aplikasinya bagus. 👍
Ahmad Ryan,5,Sangat membantu
Ririn Dwi,5,Sangat membantu
Muhammad Ridwan,1,Maaf ini gimana kok malah jadi kunci semuanya saya jadi gak bisa lihat kartu peserta saya
Rendy Putra,5,Sangat membantu
Pengguna Google,5,Sangat membantu
Pramudya Alfasha,1,"Gimana nih kok no hp gx terdaftar,aneh banget,mau daftar aja ribet banget."
Azmiyatul Murtafiah,3,Ini aplikasinya knpa sulit di buka ya Tiap mau buka loding ja trus hilang
Aditiazz66 Official,1,"Aplikasi pemerintah, tapinya banyak bug, aneh"
Alfian Muclas Hanafi,1,"Aplikasi jembot kode verifikasi gak masuk"" aplikasi babi haru dihapus aja gak guna"
Arya Saputra,4,Dengan adanya BPJS saya sangat terbantu sekali
Ilis Alawiah,1,Aplikasi terburuk nggak guna
Kurenai Maria,1,"ini app apaan sie? login aja sulit bngt,pengguna baru tp di suruh msukin nomer kartu bpjs,ya jelas blom ada krn sdh klik pngguna bru.hadeuhhhh kdangkala untuk sistem aja sulit bngt.perlu perbaikan sgala nya nie."
fitri prihatin,2,knp y gk bsa d buka
Doni Tri rahmadan,5,"Bagus, Terima kasih"
Maya Fitria,5,Cek aktif kartu jadi lebih mudah..tinggal santai2 dari rumah tanpa harus antri .so simple..
Dahyati Arsyana,3,Setiap buka aplikasi mobile jkn hrus di update trus..lengah dkit hrus d update lengah dikit hrus d update
Sdn3 Sukomulyo,5,Baguuus dan lancarrrr
mr ideham,5,"Tingkat terus kemudahan untuk layanan BPJS,Terimakasih"
Yadi Mulyadi,1,Aplikasi sering error
bayu ardat,5,Dapat mempermudah
Syahrial Rial,5,Sangat membantu...
nisaamalia 17,1,mau daftar di hp niatnya biar ga ribet..tapi ternyata malah nambah beban wk
Leodo Aldy Sonjoyo,5,"Kpd yth bpk/ibu yg berwenang,Mohon bantuan informasi nya.saat ini istri sy sdg di rawat di ruang ICU Rs BethSaida Serpong.tadi pagi dia mengalami kecelakaan tunggal sepeda motor bersama anak,saat ingin mengantar kuliah.TKP tdk jauh dari Rs tsb. Jd istri sy (korban dan anak)di bawa ke RS tsb ke ruang UGD, Tetapi kendalanya adl RS tsb tdk ada kerjasama dgn pihak bpjs. Dan saat ini istri sy ada di ruang ICU untuk perawata lbh lanjut.Jadi sy sgt memohon agar sekiranya bpk/ibu dpt memberi solusi nya."
Maula Sufiati,5,Memudahkan dan sangat amat membantu
Akun Samsung,5,"Sangat baik, namun kadang antara petugas faskes dan petugas BPJS terjadi mis komunikasi"
Pengguna Google,1,Aplikasi ini trus minta diupdate klau sdh mw dibuka..bkin jengkel aja
Bagus Kha,1,Aplikasi gatel Gk bikin mudah di era digital malah dibikin tambah susah . .!!!
Pengguna Google,4,"Gak bisa login karna katanya tanggal lahir saya tidak sesuai dengan kartu bpjs yg terdaftar, padahal udah bener saya masukkan sesuai tanggal lahir saya dan sesuai yg tertera di kartu bpjs saya"
Nurul Firdhaus,5,Sangat membantu untuk proses administrasi dan layanan kesehatan
Lihin Lihin,5,Sangat membantu
Jafar Sidiq,5,Sangat membantu
Bu Salsa,1,Minimal app dipastikan bisa membantu masyarakat lah bukan malah menyusahkan & meribetkan!!!
Eru Jono,5,Terimksh telh mempemudah layanan kesehtn dgn Jkn mobile Semga makin bnyak inovasi kesepannya
Dona Alfi,1,Nyesel download .. udh masukin email kata sandi .. malah muncul tidak dapat di proses coba bberapa saat lagi.. Masa sekelas bpjs Aplikasi nya Error ???
Natalia Kristin,3,Lah!! kok jadi malah disuruh login lagi?! kan jadi ribet lagi ini mo daftar ke rs rujukan nya...hadeuuhh...
adi santoso,1,"Saat login belum terdaftar, saat daftar no hp sudah terdaftar...gitu terus jadi gk bisa cek bpjs kesehatan"
yogi mahendra,1,Minta di perbarui terus
muh suyuti,5,Sangat membantu memudahkan pilihan layanan untuk berobat.terus tingkatkan layanan...
Firlan Firlan,5,Sangat bisa membantu
Nanda Gita,1,"susah banget dapet kode verifikasi lewat nomor telefon, kodenya gak masuk masuk"
haliza lestiana febri,1,"Saya mau registrasi, tapi tidak dikirm otp nya sudah berkali-kali coba. Nomor aktif."
selviaa,1,"pas mau registrasi nomor verifikasi nyaaa ga di kirim kirim ke SMS di nomor yang udah di cantumkann, saya udah coba berkali kali tetap gaada SMS kode Verifikasi masukk, walaupun menggunakan nomor lainn!!"
Jalu Prayoga,1,"Mau daftar aja gak bisa error mulu notifikasi ""RESPONSE_CODE:06:RESPONSE_DESC: Jam akses tidak sesuai"". Apa ini maksudnya? Kurang informatif. Aplikasinya kurang mateng, aplikasi pemerintah kok kayak gini kayak aplikasi anak sekolahan. Kayak gak ada QC/QA nya 😐"
Yostina Sarwuna,2,"Saya tidak bisa merubah data peserta dan melihat data pribadi pada Aplikasi Mobile JKN ini dengan alasan permintaan anda tidak diijinkan, Kira-kira itu kenapa ya?"
Abu Abdad,3,Minta update tapi tdk bisa di update
Pandi Meka,5,Masih susah verifikasi no
Ridha “SECRET MARKOV” Markov,5,"buat orang-orang yang gak nerima pesan verifikasi pastikan nomor kalian ada pulsanya ya, minim 2.000 awalnya aku agak kesel 3 hari nunggu gak ada pesan masuk otp, pas aku searching di google selain jaringan yang lambat ternyata butuh pulsa juga. setelah aku isi 5.000 dan coba ulangi ternyata masuk pesannya"
Irwan,5,Sangat membantu
Caca Lely,1,"Aplikasi busuk Gak guna, daftar aj susah"
agus rajut,1,"Aplikasi gajelas kode otp ga ada terus, klo bikin aplikasi niat sedikit lah jangan smpe nyusahin org, udh susah bpjs hilang malah di hambat sama ni aplikasi taii"
Ramlan,1,Aplikasi gak guna ribet amat biarendaftar di persulit
Sakira Ra,1,aplikasi yang menyusahkan masyarkat...sudah ber x x saya log in di buat gagal..padahal 10000% saya bnr masukin nik...LOL 👎
Lilis Indrawati,5,Sangat membantu
FerdyMr,5,Tingkatan lagii yaa....
daud sikumbang,4,semakin komplit tapi masih agak bingung
Rehan 10,1,Code tidak muncul
Muhammad Arhan,1,"aplikasi apasih ini gak jelas, kode Verifikasi ga masuk masuk padahal nomor aktif 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻"
Pengguna Google,4,Sangat membantu.
Misbachul Chair,5,Sangat mudah d gunakan
sasillia karundeng,3,"Tidak bisa ambil antrian online, sedangkan dari rumah sakit meminta regis online dari aplikasi JKN. Serba dipersulit 😶"
ketut muliarta,5,Mudah digunakan dan membantu
Reizha Kim,1,Gak di upgrade gak bisa dipake Habis upgrade malah error mulu ni aplikasi
Tanda Supriadi,5,Pelayanan yg sangat bagus
Samsul Maripin,5,sangat membantu pokonya mantul
Moel Cell,1,"Setiap buka aplikasi jkn, keblok sama tulisan aplikasi jkn tidak bisa berjalan pada emulator kenapa ya?"
toko salam,1,"aplikasinya kok begini,perbaiki dong min"
Arief Rahman Hamid,1,"Habis update malah ga bisa login, katanya ponsel sudah digunakan login 3 NIK berbeda. Masalahnya apa? kan yg penting ga ada tunggakan"
Primadeny Harri,4,Mudahan BPJS makin lancar jaya dan mempermudah semua kalangan peserta BPJS
Kus woro Bari,5,"Bagus banget, sangat membantu"
Anti Jepot,1,Kepada pihak BPJS mohon di perbaiki aplikasinya supaya pengguna tidak kesulitan.
Nazwa Nabila,3,kis PBI punya keluarga istri sudah aktive dari tahun 2018 agustus ...sampai 2020 belom menerima kartu...@kapan jadinya
Mochamad Subehan,5,Sangat Membantu 🙏🏻
Pengguna Google,3,Mengapa sering sekali minta update?
Asep Makbul,5,Alhamdulillah sangat membantu
Yeni Novi Yana,5,sangat bermanfaat
AYU WINDA SARI,1,tdk dpt berjalan pd device yg sdh diroot????ini serius bpjs???saya gk pernah root hp dude..anggaran brp bikin aplikasi gk pernah beres??malu2in negara ahh
nur sam,5,Pelayanan sangat baik dan cepat respon
Ani Vidia,5,Sangat membantu
DD HAMSTERS,4,"Dari RS di suruh daftar ke jkn mobile dulu, Di apk jkn mobil tidak bisa daftar karena notifikasi offline terus, Alhasil jadi bolak balik, Bikin susah saja"
Wanda Putri L,5,Sangat membantu 👍
Pengguna Google,1,"Udah punya kartu kis sbelumnya dan masih aktif, pas mo registrasi masukkan alamat email gabisa ""transaksi blum dp dproses. silahkan coba beberapa saat lagi"" dan udah coba lebih dari 10x tetep juga gagal. Kecewa deh..ganti pake email lain..gitu juga.. paraaaaah"
Alfian Ardianto A.p,2,Aplikasi lemot/buruk
Mallun 99,1,ini apk apa sih mau ngambil NO antrean TPI gak bisa setiap mau daftar pelayanan kata nya kuota BPJS sudah penuh padahal jumlah pasien masih 0 Tolong lah jangan di persulit
M VICKRY,5,"Aplikasi yg sangat bermanfaat dalam hal cek status kepesertaan, pindah faskes semakin mudah hanya melalui aplikasi, akses antrean online di FKTP jg mudah, konsultasi dokter via online bahkan tidak perlu repot-repot membawa kartu Fisik JKN-KIS karena di aplikasi sudah ada fitur kartu Digitalnya lhoo..Mantap 👍"
Yateno,5,"Sangat bagus,memudahkan di era digital"
hxhxvxjkwkakamzbshqiau,1,Apk tolollll ngabisin angaran aja
harningsih,5,bagus aplikasinya.bagi yg susah login kode captha gk muncul saya sarankan pakai vpn.klau sy pakai turbo vpn lite ..tk jamin code captha muncul carany aktifkan vpn dl trs pilih negara singapura.setelah terhubung server singapura baru buka aplikasi mobile JKN Distu kode captha muncul.itu pngalamanku atasi code captha gak muncul
Jenal Mubarok,5,Sangat membantu mempermudah pelayanan alhamdulilah skarang ada apk jkn
Teuku Edi Suryadi,5,Sangat membantu aplikasi mobil JKN. Semoga jaya terus
ERIZAL SUTARTO,1,Semua keluhan jawabannya sama. Dijawab oleh mesin. Apa gak ada orang yg bs mengelola keluhan ya???
Pengguna Google,1,kode captca kok gak keliahatan gimna bisa login ???
Ismail,3,Akun kami di mobile JKN tidak bisa masuk
Mhyla Krmhyla,4,Lumayanlah pke aplikasi ini
Sardi 933,5,Jauh lbh bagus kalao bisa ntuk rujukan...juga bisa onlin jd g ribet²amat ke faskes 1....trimakasih..yg komen jelek tlng dong jngan cuma kritik jelek namun..pahami dulu kinerjanya
Dede Fatimah,2,Ini gimana ko gabisa daftar2 ya
Ira Rosanti,2,"Verifikasi wajah susah banget, udah dicoba berulang kali gagal terus padahal posisi udah bener, greget banget, mau berobat jadi susah kecewa"
Mohamad Yusro,5,Mudah di gunakan
Pengguna Google,1,Sekarang kok ndk muncul 1 kepala kluarga
illani wulandari,1,"Sekarang untuk perubahan faskes harus datang kecabang, bikin ribet."
Deni Kurniawan,1,Malas ampir tiap bulan terus update...
Widya Panca Suryani,5,Cukup membantu
Oco Coo,1,"pelayanan buruk, low respon!! pertanyaan tidak di tanggapi"
sedi hermawan,1,Versi terbaru justru Sering eror ga bisa daftar
Anwar Prio,1,Habis update banyak menu terkunci. Gak jelas banget
Sila Udin,5,sagat membantu aplikasini trimaksih JKN
Edwin Hasan,5,Tambah baguss top
sidin mappiamu,5,Alhamdulillah dapat membantu kami untuk melihat memonitor keaktifan KIS kami
wili suherli,4,"Berguna,bagus Dan tingkatkan pelayanannya"
Choirwulanberkah Harahap,4,Kebanyakan update
Mukhlis Aly,1,Susah amat mau daftar.. kendala di SMS doang..
nora septian,1,"Sudah d perbarui, masih gak bisa dibuka . . Minta pembaruan terus"
Ari Pratama,2,Mau login requet time out terus.....mulai ga jelas jdinya
Ida Farida,1,no verifikasi tidak muncul
Jemi Rahmadhani,5,"Tmen2 yg gakbisa bukak menu yg terkunci coba di log in ulang, abis itu insyaAllah bsa kebukak smua fiture2nya. Aku soalnya gitu juga. Hehe. Skrg udah bisa ngerubah data, skrg lbh bagus caranya. Jode verifikasi bsa dikirim dr no hp ataupun email."
Pengguna Google,1,susah buat d update
Adi Sucitra,1,"Merasa dibodohi....1 tahun yang lalu saya mengajukan KIS karena keuangan keluarga sudah ga sanggup untuk membayar iuran BPJS mandiri... waktu itu saya ada tunggakan 2,8JT lebih demi untuk mengajukan kis tagihan ini harus dilunasi sampai saya harus pinjam ... setelah saya mengajukan ke dinas sosial katanya bulan depan KISnya otomatis aktif kartu nya yg lama terpakai..habis itu kita ga pernah ngecek lagi karena ga pernah sakit nah kemarin waktu kita perlu pengobatan ke faskes ehh ternyata 😭"
yayu purnamasari,4,"pelayanannya memuaskan, perawatnya humble"
Fadli Alkatiri,5,Sangat memuaskan👍
Isprianingsih Isprianingsih,5,Mobile JKN sangat membantu sekali dan pelayanannya sangat cepat
Gus Cakil,5,Mobil jkn memang bagus
M Radit,5,Sangat membantu
Diah Blora,5,satpam nya oke lincah cepat tanggap
Muh. Ilham Husain,1,Apk Gajelas setiap mau daftar di bagian masukin sms otp nya keterangannya billing error mulu gimana mau daftarrrr !!! Udah 10 kali percobaan masih aja gituuu
Pengguna Google,5,Pernah kontrol 3 kali sebelum hari tanggal kontrol yg telah di jadwalkan oleh dr obgyn pasca histerektomi yg ada saya di marahin sama ibu di bagian pendaftaran di sebuah rs di daerah kab.Bogor
NIA KURNIA,5,"Aplikasi nya oke , semoga kedepannya lebih bagus lagi"
Arianto Arianto,1,Susah update ya
Nurhaeni Heru,5,Pelayan lebih cepat dg daftar online
Vall J,1,"Percuma ada aplikasi kalau ujung""nya harus datang kekantor, sudah masukin no hp 20x tpi gk dikirim kode untuk verifikasi, adanya aplikasi harusnya memudahkan orang-orang yang jangkauan antar rumah dan kantor terlalu jauh, jadi bisa bisa mempermudah yang baru daftar bpjs salah satu keluarganya"
Adam Aira,5,Terus tingkat kan demi kenyaman masyarakat
bagus official gaming,1,Aplikasi pelayanan ko ribet
Aco Boja,5,Sangat membantu
Pengguna Google,5,Sangat suka Dn mmbantu
Iin Nayvin,5,"Sangat membantu, jika kita berobat"
Ketut Suarniti,1,"Aplikasi yg bikin bener bener tolol,, bikin susah,, gw Ampe di ketawain bini,, nengok kiri,,senyam senyum kaya orang gila,, terus yg kesel nya verifikasi gagal.. kan tolol ,, sekali berhasil ..otp ke nomor hp Ampe Saiki kagak dapet dapet,, pinter dikit ngapa jgn tolol di piara"
Pengguna Google,5,lumayan dah yah
fera febrilia,1,Mau log in aja dibikin ribet....
Mahfud Setiawan,1,"Ini kenapa ke gembok ya mau liat daftar peserta ga bisa, hadeuhh.."
Aldin Kasim,1,"tolong di perbaiki lagi aplikasinya, kendala tidak menerima kode verifikasi untuk pembuatan pendaftaran akun.. (di aplikasi lain aman saja ketika menerima kode verifikasi)"
